REPORT_DATE
-------------------
2025-03-05T17:55:28
PDB: DBRHU
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
R349ILT                        RHSENIOR.R349ILTINDICE1                27.7 %              259.2 MB             187.3 MB  ALTER INDEX rhsenior.r349iltindice1 REBUILD ONLINE;
N180TRA                        EDOCS.IX_FK_N180TRA_1                  32.2 %              257.5 MB             174.5 MB  ALTER INDEX edocs.ix_fk_n180tra_1 REBUILD ONLINE;
R051TOT                        RHSENIOR.R051TOTINDICE2                29.1 %              256.8 MB             182.0 MB  ALTER INDEX rhsenior.r051totindice2 REBUILD ONLINE;
R038HFB                        RHSENIOR.CP_R038HFB                    38.3 %              254.8 MB             157.1 MB  ALTER INDEX rhsenior.cp_r038hfb REBUILD ONLINE;
R070DSP                        RHSENIOR.R070DSPINDICE4                89.0 %              250.1 MB              27.5 MB  ALTER INDEX rhsenior.r070dspindice4 REBUILD ONLINE;
R134DRE                        RHSENIOR.CP_R134DRE                    33.4 %              249.4 MB             166.1 MB  ALTER INDEX rhsenior.cp_r134dre REBUILD ONLINE;
R995RPA                        RHSENIOR.CP_R995RPA                    62.1 %              246.4 MB              93.3 MB  ALTER INDEX rhsenior.cp_r995rpa REBUILD ONLINE;
R140NPC                        RHSENIOR.CP_R140NPC                    30.6 %              239.5 MB             166.1 MB  ALTER INDEX rhsenior.cp_r140npc REBUILD ONLINE;
R070DSP                        RHSENIOR.R070DSPINDICE6                77.2 %              236.1 MB              53.9 MB  ALTER INDEX rhsenior.r070dspindice6 REBUILD ONLINE;
R349EOC                        RHSENIOR.CP_R349EOC                    36.3 %              235.9 MB             150.4 MB  ALTER INDEX rhsenior.cp_r349eoc REBUILD ONLINE;
R070DSP                        RHSENIOR.R070DSPINDICE7                81.5 %              234.9 MB              43.3 MB  ALTER INDEX rhsenior.r070dspindice7 REBUILD ONLINE;
R110MAM                        RHSENIOR.R110MAMINDICE2                36.1 %              232.2 MB             148.5 MB  ALTER INDEX rhsenior.r110mamindice2 REBUILD ONLINE;
R350PEM                        RHSENIOR.CP_R350PEM                    70.5 %              231.8 MB              68.4 MB  ALTER INDEX rhsenior.cp_r350pem REBUILD ONLINE;
USU_THISEMP                    RHSENIOR.CP_USU_THISEMP                29.5 %              222.7 MB             157.0 MB  ALTER INDEX rhsenior.cp_usu_thisemp REBUILD ONLINE;
R350RRA                        RHSENIOR.R350RRAINDICE1                46.7 %              218.5 MB             116.4 MB  ALTER INDEX rhsenior.r350rraindice1 REBUILD ONLINE;
R046FFR                        RHSENIOR.R046FFRINDICE2                43.2 %              215.9 MB             122.5 MB  ALTER INDEX rhsenior.r046ffrindice2 REBUILD ONLINE;
R134DRE                        RHSENIOR.R134DREINDICE2                43.6 %              211.3 MB             119.3 MB  ALTER INDEX rhsenior.r134dreindice2 REBUILD ONLINE;
R350PEM                        RHSENIOR.R350PEMINDICE2                76.2 %              206.1 MB              49.0 MB  ALTER INDEX rhsenior.r350pemindice2 REBUILD ONLINE;
R140NPC                        RHSENIOR.USU_R140NPC_01                32.1 %              198.5 MB             134.9 MB  ALTER INDEX rhsenior.usu_r140npc_01 REBUILD ONLINE;
R350AFA                        RHSENIOR.R350AFAINDICE1                47.8 %              187.0 MB              97.7 MB  ALTER INDEX rhsenior.r350afaindice1 REBUILD ONLINE;
R350ACO                        RHSENIOR.R350ACOINDICE1                44.9 %              183.8 MB             101.2 MB  ALTER INDEX rhsenior.r350acoindice1 REBUILD ONLINE;
USU_TSYSMOVFOL                 RHSENIOR.CP_USU_TSYSMOVFOL             43.2 %              181.3 MB             103.0 MB  ALTER INDEX rhsenior.cp_usu_tsysmovfol REBUILD ONLINE;
USU_TPLRAUS                    RHSENIOR.CP_USU_TPLRAUS                30.1 %              159.0 MB             111.2 MB  ALTER INDEX rhsenior.cp_usu_tplraus REBUILD ONLINE;
R080QUA                        RHSENIOR.CP_R080QUA                    27.7 %              158.9 MB             114.8 MB  ALTER INDEX rhsenior.cp_r080qua REBUILD ONLINE;
USU_TR070AFD                   RHSENIOR.USU_IDX_070AFD                51.3 %              157.5 MB              76.7 MB  ALTER INDEX rhsenior.usu_idx_070afd REBUILD ONLINE;
R349IRC                        RHSENIOR.CP_R349IRC                    45.7 %              150.5 MB              81.7 MB  ALTER INDEX rhsenior.cp_r349irc REBUILD ONLINE;
R350RRA                        RHSENIOR.CP_R350RRA                    25.6 %              148.7 MB             110.7 MB  ALTER INDEX rhsenior.cp_r350rra REBUILD ONLINE;
R350CON                        RHSENIOR.R350CONINDICE1                57.4 %              145.3 MB              61.8 MB  ALTER INDEX rhsenior.r350conindice1 REBUILD ONLINE;
R040FEV                        RHSENIOR.R040FEVINDICE2                31.0 %              143.5 MB              99.0 MB  ALTER INDEX rhsenior.r040fevindice2 REBUILD ONLINE;
R070DSP                        RHSENIOR.R070DSPINDICE9                80.5 %              141.0 MB              27.5 MB  ALTER INDEX rhsenior.r070dspindice9 REBUILD ONLINE;
R350FRC                        RHSENIOR.R350FRCINDICE1                56.1 %              141.0 MB              61.8 MB  ALTER INDEX rhsenior.r350frcindice1 REBUILD ONLINE;
R046LIQ                        RHSENIOR.CP_R046LIQ                    28.0 %              122.3 MB              88.1 MB  ALTER INDEX rhsenior.cp_r046liq REBUILD ONLINE;
R038HED                        RHSENIOR.CP_R038HED                    26.4 %              120.4 MB              88.6 MB  ALTER INDEX rhsenior.cp_r038hed REBUILD ONLINE;
R034MDL                        RHSENIOR.CP_R034MDL                    34.4 %              119.2 MB              78.2 MB  ALTER INDEX rhsenior.cp_r034mdl REBUILD ONLINE;
R028PDI                        RHSENIOR.CP_R028PDI                    52.9 %              119.1 MB              56.1 MB  ALTER INDEX rhsenior.cp_r028pdi REBUILD ONLINE;
R124HET                        RHSENIOR.CP_R124HET                    27.6 %              119.1 MB              86.2 MB  ALTER INDEX rhsenior.cp_r124het REBUILD ONLINE;
